Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
AIRT,Air T Inc. Common Stock,63991711,United States,,17068,Consumer Discretionary,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,46611246,United States,,1127,Consumer Discretionary,Air Freight/Delivery Services
AISP,Airship AI Holdings Inc. Class A Common Stock,205668432,United States,2021,1274223,Finance,Blank Checks
AISPW,Airship AI Holdings Inc. Warrants,15082352,United States,2021,135987,Finance,Blank Checks
AIT,Applied Industrial Technologies Inc. Common Stock,7317809557,United States,,225977,Industrials,Industrial Machinery/Components
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,0,United States,2024,12430,,
AITRR,AI TRANSPORTATION ACQUISITION CORP Right,0,United States,2024,212857,,
AITRU,AI TRANSPORTATION ACQUISITION CORP Unit,0,United States,2023,100,,
AIU,Meta Data Limited ADS,41566047,,2018,9004,Real Estate,Other Consumer Services
AIV,Apartment Investment and Management Company Common Stock,1154148978,United States,1994,890827,Real Estate,Real Estate Investment Trusts
AIXI,XIAO-I Corporation American Depositary Shares,114921812,China,2023,62605,Technology,Computer Software: Prepackaged Software
AIZ,Assurant Inc. Common Stock,8970819852,United States,2004,259269,Finance,Property-Casualty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,1078535906,United States,2020,19777,Finance,Property-Casualty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,50317112000,United States,,766360,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,104348612,United States,2015,64308,Real Estate,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,684856415,United States,2017,14985,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,123283407,,2021,8320,Consumer Discretionary,Catalog/Specialty Distribution
AKAM,Akamai Technologies Inc. Common Stock,15489427266,United States,1999,1576852,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,438440,United Kingdom,2022,14954342,Health Care, Medicinal Chemicals and Botanical Products 
AKBA,Akebia Therapeutics Inc. Common Stock,291027462,United States,2014,3876428,Health Care,Biotechnology: Pharmaceutical Preparations
AKLI,Akili Inc. Common Stock,17994451,United States,2021,92788,Technology,Computer Software: Prepackaged Software
AKO/A,Embotelladora Andina S.A.,,Chile,,373,,
AKO/B,Embotelladora Andina S.A.,,Chile,,7534,,
AKR,Acadia Realty Trust Common Stock,1767413995,United States,,2820130,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,1222782308,United States,2019,757560,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,51805994,United States,,867631,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,9508435,United Kingdom,,9109,Health Care,Biotechnology: Pharmaceutical Preparations
AKYA,Akoya BioSciences Inc. Common Stock,197054331,United States,2021,154935,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,5353734091,United States,2011,577388,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,23293,,
ALAB,Astera Labs Inc. Common Stock,10873464470,United States,2024,2503226,,
ALAR,Alarum Technologies Ltd. American Depositary Share,142818141,Israel,2018,326833,Technology,Computer Software: Prepackaged Software
ALB,Albemarle Corporation Common Stock,14147055355,United States,,1942626,Industrials,Major Chemicals
ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,,United States,,45912,,
ALBT,Avalon GloboCare Corp. Common Stock,3346058,United States,,40812,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALC,Alcon Inc. Ordinary Shares,40520673000,Switzerland,2019,701868,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,0,,2021,719597,Finance,Blank Checks
ALCE,Alternus Clean Energy Inc. Class A Common Stock,28922190,United States,2022,45835,Utilities,Power Generation
ALCO,Alico Inc. Common Stock,205455932,United States,,19624,,
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,0,United States,2023,17660,Finance,Blank Checks
ALDX,Aldeyra Therapeutics Inc. Common Stock,245006395,United States,2014,496380,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,3326869667,United States,,237430,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,540025821,United States,2019,375110,Health Care,Biotechnology: Pharmaceutical Preparations
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,1158570666,United States,,328212,Real Estate,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,2585087707,United States,,69568,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,5071484348,United States,2020,839254,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,22887233186,United States,2001,549857,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,67700626,United States,2020,329066,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,1110894183,United States,2006,331185,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,890084812,United States,2021,563736,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,185334753,United States,2010,37270,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,5146256619,United States,2021,3039722,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,5165485807,United States,,1866003,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,4013168715,Ireland,1991,2713260,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,2279646304,United States,2021,293474,Technology,EDP Services
ALL,Allstate Corporation (The) Common Stock,43606054710,United States,,1127008,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,United States,,27165,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,United States,,128830,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,United States,,16991,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,,United States,,80924,,
ALLE,Allegion plc Ordinary Shares,11114154013,United States,2013,470966,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,277867200,Netherlands,2022,173694,Consumer Discretionary,Other Specialty Stores
ALLK,Allakos Inc. Common Stock,94903915,United States,2018,640302,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,600276572,United States,2018,1592742,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,942348,United States,,4596273,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,84429266,Israel,2006,39933,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,11121875617,United States,2014,3918108,Finance,Major Banks
ALNT,Allient Inc. Common Stock,515886599,United States,,42042,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,18602193626,United States,2004,498935,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,124648039,United States,1983,15458,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,4222482081,United States,2015,3550120,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,19727809,United States,,78622,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,3284892910,United States,2015,246373,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,28971086,United States,2017,15719,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,393572310,United States,2019,29899,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,0,United States,2022,4234,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,0,United States,2022,5,Finance,Blank Checks
ALSAW,Alpha Star Acquisition Corporation Warrants,0,United States,2022,30506,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,7060861389,United States,2012,530283,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,535259409,United States,,3523080,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,384150754,United States,2019,338764,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,United States,,773,,
ALTI,AlTi Global Inc. Class A Common Stock,538176523,United States,2021,80323,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,4265359210,United States,2024,12299792,,
ALTO,Alto Ingredients Inc. Common Stock,153667033,United States,,589891,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,6683258780,United States,2017,269792,Technology,Computer Software: Prepackaged Software
ALUR,Allurion Technologies Inc. Common Stock,114366765,United States,,206229,,
ALV,Autoliv Inc. Common Stock,9577850619,Sweden,,441663,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,3335273050,Luxembourg,,219210,Health Care,Biotechnology: Pharmaceutical Preparations
ALVOW,Alvotech Warrant,1019259444,Luxembourg,,3693,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,85703891,United States,2020,652115,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,1088925301,United States,,5049,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,646460337,United States,2020,328161,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,5088333,United States,2021,116085,Health Care, Medicinal Chemicals and Botanical Products 
AM,Antero Midstream Corporation Common Stock,6553221080,United States,2017,3083231,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),664494950,United States,2018,74914,Finance,Commercial Banks
AMAT,Applied Materials Inc. Common Stock,1.70899E+11,United States,1972,4490447,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,1867466288,United States,2012,718170,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,647197698,United States,,437450,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,223382296,,,9778,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),4713020,China,,3075,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,1989974700,,,1280734,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,650297248,United States,2013,16048941,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,12921368315,,2019,7748402,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,446505806,United States,,494876,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,2.59043E+11,United States,,61387550,Technology,Semiconductors
AME,AMETEK Inc.,41360511122,United States,,919413,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,2984188092,United States,,214364,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,5282477977,United States,,273189,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,1.42292E+11,United States,1983,1740023,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,12840101139,United States,2013,1330423,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,United States,,5129,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,United States,,8983,,
AMIX,Autonomix Medical Inc. Common Stock,55237369,United States,2024,62337,,
AMK,AssetMark Financial Holdings Inc. Common Stock,2624008918,United States,2019,318873,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc. Common Stock,7696420195,United States,1998,749770,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,135211697,Canada,,615178,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,140309028,United States,2022,3707197,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,2163056692,United States,,680600,Health Care,Assisted Living Services
AMP,Ameriprise Financial Inc. Common Stock,41237494665,United States,,588966,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,22640873,United States,,38385,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,1700495,United States,,6128,Technology,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,1961349252,United States,2014,403687,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,1159604847,United States,,242446,Technology,EDP Services
AMPS,Altus Power Inc. Class A Common Stock,628370578,United States,2021,1594093,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,163044114,United States,2022,646728,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,277870616,United States,2016,552177,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,4220632438,United States,2018,126191,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,1050887195,United States,2010,509476,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,888355970,United States,,668858,Finance,Investment Bankers/Brokers/Service
